Date,T2M,PRECTOTCORR,RH2M
2021-04-23,23.39,0.31,83.66
2021-04-24,23.87,8.74,84.78
2021-04-25,24.57,5.95,85.27
2021-04-26,25.01,1.31,86.03
2021-04-27,24.4,0.74,86.35
2021-04-28,23.89,6.6,84.19
2021-04-29,24.53,1.6,85.03
2021-04-30,24.8,1.67,87.16
2021-05-01,24.87,2.14,84.66
2021-05-02,24.91,3.79,84.59
2021-05-03,25.06,3.28,85.03
2021-05-04,25.18,0.53,84.15
2021-05-05,25.49,1.05,86.47
2021-05-06,25.0,0.78,87.16
2021-05-07,24.71,8.77,89.08
2021-05-08,24.17,2.67,87.55
2021-05-09,23.63,0.02,84.89
2021-05-10,24.25,0.17,86.38
2021-05-11,24.67,1.31,87.1
2021-05-12,24.4,0.8,86.09
2021-05-13,24.48,0.32,85.64
2021-05-14,24.66,0.52,85.92
2021-05-15,24.18,1.12,87.32
2021-05-16,24.19,1.29,85.68
2021-05-17,24.21,2.23,85.65
2021-05-18,24.46,8.03,87.16
2021-05-19,23.89,5.46,88.88
2021-05-20,24.25,1.51,87.29
2021-05-21,24.41,0.27,86.37
2021-05-22,24.49,0.78,86.92
2021-05-23,24.49,1.07,84.44
2021-05-24,24.49,0.8,87.07
2021-05-25,24.68,0.29,86.05
2021-05-26,24.92,0.1,85.48
2021-05-27,25.03,0.55,84.89
2021-05-28,25.05,4.65,87.72
2021-05-29,25.29,1.49,86.08
2021-05-30,24.98,1.23,86.16
2021-05-31,24.6,0.73,86.64
2021-06-01,24.17,1.76,84.22
2021-06-02,24.23,0.62,80.04
2021-06-03,24.83,0.44,83.76
2021-06-04,25.56,0.68,84.65
2021-06-05,25.53,2.42,85.13
2021-06-06,25.24,1.28,84.88
2021-06-07,24.58,1.23,84.04
2021-06-08,24.43,4.06,84.35
2021-06-09,25.08,5.36,83.61
2021-06-10,24.53,5.08,84.3
2021-06-11,24.38,3.94,83.41
2021-06-12,24.44,1.75,82.32
2021-06-13,24.42,0.07,80.07
2021-06-14,24.57,2.39,86.17
2021-06-15,25.06,14.51,85.03
2021-06-16,24.17,16.02,91.42
2021-06-17,23.18,10.58,91.18
2021-06-18,24.52,0.98,83.36
2021-06-19,24.32,1.43,88.56
2021-06-20,24.1,2.96,87.95
2021-06-21,23.71,17.57,89.09
2021-06-22,23.72,3.45,88.6
2021-06-23,24.16,16.57,88.11
2021-06-24,24.93,32.57,87.03
2021-06-25,24.23,12.43,89.43
2021-06-26,24.5,5.43,90.47
2021-06-27,24.43,4.17,88.21
2021-06-28,24.33,15.35,87.38
2021-06-29,24.28,3.8,84.92
2021-06-30,24.0,0.84,85.7
2021-07-01,24.0,0.22,84.69
2021-07-02,23.19,0.01,84.57
2021-07-03,23.2,0.06,86.03
2021-07-04,22.6,0.03,87.4
2021-07-05,22.07,0.05,86.0
2021-07-06,21.71,0.09,82.66
2021-07-07,22.55,0.17,85.25
2021-07-08,23.61,4.49,87.29
2021-07-09,24.29,7.05,88.09
2021-07-10,24.48,1.24,88.66
2021-07-11,24.72,0.1,85.23
2021-07-12,24.29,0.02,84.93
2021-07-13,23.51,0.03,84.72
2021-07-14,22.58,0.02,84.49
2021-07-15,22.23,0.03,84.2
2021-07-16,22.7,0.09,83.63
2021-07-17,23.17,0.13,83.36
2021-07-18,23.33,0.06,82.6
2021-07-19,24.09,0.13,83.26
2021-07-20,24.63,0.13,80.77
2021-07-21,23.86,0.08,83.34
2021-07-22,23.65,0.09,80.1
2021-07-23,23.72,0.29,82.75
2021-07-24,23.0,0.01,79.66
2021-07-25,22.18,0.02,81.63
2021-07-26,22.68,0.01,74.6
2021-07-27,22.76,0.03,78.71
2021-07-28,22.78,0.04,78.24
2021-07-29,24.01,0.16,80.56
2021-07-30,24.64,1.06,79.88
2021-07-31,24.36,1.37,80.04
2021-08-01,23.93,1.22,81.28
2021-08-02,24.27,5.44,81.92
2021-08-03,24.38,3.5,83.28
2021-08-04,25.0,0.7,80.51
2021-08-05,25.0,0.02,77.16
2021-08-06,25.52,0.01,75.36
2021-08-07,25.89,0.01,75.72
2021-08-08,25.98,0.03,75.38
2021-08-09,25.68,0.19,75.51
2021-08-10,24.18,0.12,75.77
2021-08-11,23.45,0.17,76.9
2021-08-12,24.43,1.22,78.68
2021-08-13,25.02,1.3,78.46
2021-08-14,25.45,0.75,76.98
2021-08-15,25.54,0.62,75.56
2021-08-16,25.14,0.27,74.22
2021-08-17,25.13,0.27,74.89
2021-08-18,25.02,0.53,76.93
2021-08-19,24.46,0.64,73.37
2021-08-20,24.61,0.41,76.42
2021-08-21,24.92,0.37,76.61
2021-08-22,25.03,0.17,75.12
2021-08-23,24.27,0.08,73.84
2021-08-24,23.77,0.07,74.6
2021-08-25,23.8,0.04,73.13
2021-08-26,23.69,0.04,69.79
2021-08-27,23.7,0.11,74.63
2021-08-28,25.13,0.18,72.33
2021-08-29,25.39,0.16,74.6
2021-08-30,25.95,0.03,69.65
2021-08-31,25.63,0.02,69.52
2021-09-01,25.37,0.01,67.53
2021-09-02,24.3,0.01,69.87
2021-09-03,23.69,0.2,73.91
2021-09-04,24.27,0.69,73.44
2021-09-05,25.02,0.35,72.96
2021-09-06,26.07,0.39,71.15
2021-09-07,25.82,3.89,74.5
2021-09-08,24.92,2.01,74.13
2021-09-09,24.66,1.34,72.02
2021-09-10,25.64,2.51,73.52
2021-09-11,24.81,9.94,79.81
2021-09-12,24.57,8.2,80.93
2021-09-13,25.49,3.0,77.28
2021-09-14,25.44,23.68,79.5
2021-09-15,25.78,8.56,75.62
2021-09-16,25.97,1.15,74.89
2021-09-17,25.77,0.83,75.69
2021-09-18,25.68,0.62,75.17
2021-09-19,25.22,0.54,74.13
2021-09-20,25.27,1.24,73.23
2021-09-21,25.05,1.63,77.11
2021-09-22,25.76,3.13,74.04
2021-09-23,25.69,2.78,74.73
2021-09-24,25.76,2.16,74.58
2021-09-25,26.04,2.18,74.58
2021-09-26,25.85,2.41,74.44
2021-09-27,25.53,1.46,70.83
2021-09-28,24.85,0.89,71.43
2021-09-29,25.43,0.02,71.31
2021-09-30,26.04,0.36,72.1
2021-10-01,25.44,0.4,72.08
2021-10-02,25.53,0.01,67.21
2021-10-03,24.92,1.55,72.98
2021-10-04,24.74,5.41,75.04
2021-10-05,24.57,2.65,76.5
2021-10-06,24.0,1.7,75.71
2021-10-07,25.06,0.88,71.64
2021-10-08,25.57,0.49,70.51
2021-10-09,25.82,0.19,70.36
2021-10-10,26.21,0.04,70.15
2021-10-11,25.34,0.07,71.87
2021-10-12,26.06,0.03,67.33
2021-10-13,26.08,0.23,67.57
2021-10-14,26.47,0.15,67.27
2021-10-15,26.42,0.27,69.3
2021-10-16,26.7,1.56,71.0
2021-10-17,27.2,1.55,69.09
2021-10-18,27.41,4.19,69.13
2021-10-19,26.34,2.69,77.68
2021-10-20,26.6,0.91,74.73
2021-10-21,27.5,1.25,71.85
2021-10-22,27.1,1.03,72.39
2021-10-23,26.73,0.46,70.77
2021-10-24,27.65,0.15,66.19
2021-10-25,27.27,1.52,68.15
2021-10-26,26.66,1.74,72.61
2021-10-27,26.62,2.14,72.14
2021-10-28,26.39,3.89,76.97
2021-10-29,26.31,2.41,78.1
2021-10-30,26.59,1.78,73.33
2021-10-31,27.03,2.86,73.8
2021-11-01,25.23,15.15,82.15
2021-11-02,25.54,3.68,81.38
2021-11-03,27.15,0.96,73.11
2021-11-04,26.28,10.6,79.21
2021-11-05,25.86,3.89,79.03
2021-11-06,26.69,1.98,74.16
2021-11-07,27.15,1.41,73.97
2021-11-08,27.09,1.71,72.54
2021-11-09,26.38,2.95,79.81
2021-11-10,24.94,11.33,86.19
2021-11-11,24.77,17.4,85.55
2021-11-12,24.51,24.35,87.82
2021-11-13,24.82,13.86,84.16
2021-11-14,23.81,27.85,87.9
2021-11-15,24.03,8.05,86.89
2021-11-16,24.11,8.33,87.44
2021-11-17,25.64,3.26,81.72
2021-11-18,25.92,1.64,80.58
2021-11-19,25.87,8.07,79.13
2021-11-20,24.21,22.3,90.12
2021-11-21,24.77,4.86,85.07
2021-11-22,25.39,2.14,83.56
2021-11-23,24.11,33.34,89.34
2021-11-24,25.51,5.82,79.66
2021-11-25,24.45,0.74,87.18
2021-11-26,24.46,15.47,88.14
2021-11-27,24.49,5.22,86.24
2021-11-28,23.77,34.29,88.96
2021-11-29,24.0,15.56,84.2
2021-11-30,24.53,22.09,86.67
2021-12-01,23.86,19.18,93.73
2021-12-02,24.41,16.46,90.0
2021-12-03,24.36,9.55,86.96
2021-12-04,24.44,6.54,87.48
2021-12-05,24.01,5.34,90.85
2021-12-06,23.5,6.42,89.9
2021-12-07,24.37,5.22,87.66
2021-12-08,24.79,18.26,88.84
2021-12-09,24.31,20.13,87.69
2021-12-10,24.53,9.2,88.61
2021-12-11,24.62,14.04,88.7
2021-12-12,24.32,19.86,88.47
2021-12-13,25.17,9.47,86.92
2021-12-14,24.52,36.63,89.98
2021-12-15,24.61,19.44,89.61
2021-12-16,25.09,12.09,87.77
2021-12-17,25.74,3.34,85.94
2021-12-18,25.77,1.46,86.35
2021-12-19,25.79,6.08,88.06
2021-12-20,24.7,25.31,90.88
2021-12-21,24.42,10.5,88.84
2021-12-22,25.15,1.23,82.18
2021-12-23,24.97,7.26,87.55
2021-12-24,24.33,5.32,89.34
2021-12-25,24.68,13.1,86.68
2021-12-26,24.41,15.63,89.98
2021-12-27,23.95,26.9,90.93
2021-12-28,24.31,23.98,85.09
2021-12-29,24.79,4.42,84.43
2021-12-30,24.6,35.45,87.78
2021-12-31,24.43,26.71,89.25
2022-01-01,24.2,8.49,89.68
2022-01-02,24.45,20.84,88.06
2022-01-03,23.67,11.44,88.94
2022-01-04,23.66,7.71,85.6
2022-01-05,24.04,1.33,84.38
2022-01-06,24.11,7.63,82.13
2022-01-07,23.38,35.72,87.03
2022-01-08,24.35,4.29,82.08
2022-01-09,24.44,9.59,84.45
2022-01-10,24.66,4.44,86.05
2022-01-11,23.79,28.49,94.33
2022-01-12,22.73,4.91,93.14
2022-01-13,23.7,3.43,90.03
2022-01-14,23.61,0.6,90.91
2022-01-15,23.88,1.5,91.32
2022-01-16,23.93,2.89,91.23
2022-01-17,23.95,5.25,91.93
2022-01-18,23.93,16.72,91.18
2022-01-19,23.51,24.21,90.94
2022-01-20,23.56,25.22,90.44
2022-01-21,23.67,10.2,90.05
2022-01-22,24.05,5.5,90.68
2022-01-23,24.36,0.73,90.26
2022-01-24,24.39,0.07,88.47
2022-01-25,24.57,1.17,88.94
2022-01-26,24.4,4.17,91.87
2022-01-27,23.96,3.06,93.32
2022-01-28,23.82,16.55,90.87
2022-01-29,24.04,26.77,87.92
2022-01-30,24.07,20.22,89.82
2022-01-31,24.42,3.08,86.28
2022-02-01,24.25,4.05,88.13
2022-02-02,24.03,4.1,88.59
2022-02-03,24.62,7.33,86.76
2022-02-04,24.44,14.8,87.78
2022-02-05,24.27,2.57,89.44
2022-02-06,24.2,11.47,90.37
2022-02-07,23.8,7.62,89.76
2022-02-08,24.42,3.42,89.16
2022-02-09,23.93,23.17,89.69
2022-02-10,23.92,5.88,91.0
2022-02-11,23.94,10.06,89.82
2022-02-12,23.81,16.19,91.67
2022-02-13,23.93,12.58,91.47
2022-02-14,23.75,7.42,91.01
2022-02-15,24.04,1.79,89.4
2022-02-16,24.76,2.9,87.5
2022-02-17,24.44,6.12,89.15
2022-02-18,23.98,12.44,90.22
2022-02-19,25.17,1.41,81.88
2022-02-20,24.48,5.99,89.21
2022-02-21,23.89,18.72,88.94
2022-02-22,23.77,17.4,88.72
2022-02-23,23.51,24.68,89.48
2022-02-24,24.19,29.76,86.84
2022-02-25,24.24,15.0,88.74
2022-02-26,23.88,8.07,89.98
2022-02-27,24.35,9.23,89.77
2022-02-28,24.0,14.94,92.37
2022-03-01,24.0,3.98,89.97
2022-03-02,23.81,3.9,90.72
2022-03-03,24.29,6.05,91.98
2022-03-04,24.35,12.93,89.94
2022-03-05,23.99,13.55,90.39
2022-03-06,23.86,21.62,90.01
2022-03-07,24.4,20.25,87.04
2022-03-08,24.42,13.96,88.99
2022-03-09,24.81,7.37,86.13
2022-03-10,25.0,26.31,87.75
2022-03-11,24.17,12.52,91.45
2022-03-12,25.05,8.22,86.55
2022-03-13,25.08,23.67,87.7
2022-03-14,25.17,7.97,89.54
2022-03-15,25.2,3.91,89.2
2022-03-16,24.35,11.22,93.6
2022-03-17,25.43,0.48,87.12
2022-03-18,25.92,0.81,84.13
2022-03-19,24.84,14.51,88.13
2022-03-20,24.96,27.79,86.79
2022-03-21,24.28,16.55,89.37
2022-03-22,23.89,17.05,90.9
2022-03-23,24.26,4.83,89.63
2022-03-24,24.67,2.65,88.1
2022-03-25,24.11,17.5,92.22
2022-03-26,25.03,9.49,85.99
2022-03-27,24.05,29.41,91.33
2022-03-28,23.81,3.84,89.0
2022-03-29,24.32,6.18,82.74
2022-03-30,24.91,3.22,84.07
2022-03-31,24.75,2.45,86.86
2022-04-01,24.11,15.3,87.65
2022-04-02,24.7,2.62,82.43
2022-04-03,24.74,17.4,86.62
2022-04-04,24.55,18.13,87.1
2022-04-05,24.98,0.28,84.96
2022-04-06,24.65,0.41,86.22
2022-04-07,24.6,0.45,87.08
2022-04-08,24.78,0.28,86.65
2022-04-09,24.91,1.73,85.98
2022-04-10,25.17,0.54,84.69
2022-04-11,24.87,1.64,85.55
2022-04-12,24.6,0.24,84.7
2022-04-13,24.95,0.93,83.46
2022-04-14,25.09,0.38,83.58
2022-04-15,25.4,0.71,84.35
2022-04-16,25.38,0.31,84.03
2022-04-17,25.26,1.67,86.09
2022-04-18,25.16,2.27,89.31
2022-04-19,24.31,30.42,91.93
2022-04-20,23.79,7.17,87.9
2022-04-21,24.44,3.43,86.91
2022-04-22,24.51,2.8,90.78
2022-04-23,25.01,2.8,88.02
2022-04-24,25.09,3.41,88.74
2022-04-25,25.47,8.98,87.67
2022-04-26,25.13,12.52,89.4
2022-04-27,24.78,7.41,85.43
2022-04-28,24.62,10.57,88.02
2022-04-29,24.34,22.09,93.6
2022-04-30,24.49,8.5,90.59
2022-05-01,24.88,2.93,87.76
2022-05-02,25.26,3.25,86.67
2022-05-03,25.39,6.0,87.67
2022-05-04,25.45,1.96,87.76
2022-05-05,25.28,0.99,88.57
2022-05-06,25.38,2.72,89.04
2022-05-07,25.87,8.34,88.06
2022-05-08,24.98,10.01,94.36
2022-05-09,25.43,15.46,91.58
2022-05-10,25.59,17.41,88.78
2022-05-11,25.73,17.55,88.41
2022-05-12,24.49,5.52,91.26
2022-05-13,25.06,7.38,85.55
2022-05-14,25.64,20.11,84.47
2022-05-15,25.29,6.61,88.32
2022-05-16,25.02,0.36,83.97
2022-05-17,25.2,1.57,84.49
2022-05-18,25.34,5.74,87.16
2022-05-19,25.01,3.91,89.87
2022-05-20,24.76,32.23,92.45
2022-05-21,23.8,13.62,94.84
2022-05-22,23.9,4.59,88.06
2022-05-23,24.32,1.15,86.43
2022-05-24,24.7,4.42,87.95
2022-05-25,25.09,8.94,88.35
2022-05-26,23.48,49.21,93.97
2022-05-27,23.89,9.95,88.61
2022-05-28,25.06,5.39,83.89
2022-05-29,24.01,11.14,89.73
2022-05-30,23.93,2.0,89.9
2022-05-31,24.57,6.63,84.5
2022-06-01,24.17,7.22,90.44
2022-06-02,23.47,0.71,88.46
2022-06-03,24.1,0.64,87.45
2022-06-04,24.18,2.34,89.37
2022-06-05,24.13,12.05,89.18
2022-06-06,24.27,9.43,86.76
2022-06-07,24.19,2.47,90.03
2022-06-08,24.38,3.07,87.02
2022-06-09,24.48,5.04,86.44
2022-06-10,24.55,4.23,87.38
2022-06-11,25.01,5.87,86.61
2022-06-12,24.36,25.43,88.88
2022-06-13,24.22,14.94,88.68
2022-06-14,24.4,7.0,87.43
2022-06-15,24.13,9.42,88.37
2022-06-16,24.32,7.47,88.82
2022-06-17,24.55,6.1,85.21
2022-06-18,24.61,2.09,85.92
2022-06-19,24.21,2.51,88.61
2022-06-20,23.81,2.97,88.73
2022-06-21,23.74,0.8,86.24
2022-06-22,23.5,0.22,86.68
2022-06-23,23.83,11.19,88.61
2022-06-24,23.55,2.33,88.11
2022-06-25,23.62,4.6,89.66
2022-06-26,23.73,2.94,87.8
2022-06-27,23.22,2.25,88.86
2022-06-28,22.65,0.39,86.89
2022-06-29,22.63,0.35,84.85
2022-06-30,23.24,0.63,88.26
2022-07-01,23.05,6.28,88.05
2022-07-02,23.87,14.58,89.36
2022-07-03,24.82,3.21,89.01
2022-07-04,24.21,8.98,89.77
2022-07-05,24.47,23.15,88.48
2022-07-06,23.75,10.16,89.11
2022-07-07,22.56,0.76,88.3
2022-07-08,21.41,0.7,87.23
2022-07-09,21.56,0.38,86.41
2022-07-10,22.77,0.81,87.48
2022-07-11,23.49,1.17,89.53
2022-07-12,23.52,1.25,90.3
2022-07-13,23.64,2.63,89.21
2022-07-14,23.69,2.2,87.65
2022-07-15,23.44,3.3,88.62
2022-07-16,23.24,2.71,88.99
2022-07-17,23.31,1.22,89.38
2022-07-18,23.46,0.74,88.45
2022-07-19,22.95,0.63,88.87
2022-07-20,22.42,0.06,86.03
2022-07-21,22.32,0.08,87.84
2022-07-22,22.56,0.16,86.66
2022-07-23,22.39,0.34,88.0
2022-07-24,21.43,0.02,85.81
2022-07-25,20.58,0.02,83.83
2022-07-26,21.77,0.05,85.42
2022-07-27,23.24,0.12,87.18
2022-07-28,23.24,0.07,86.59
2022-07-29,22.92,0.21,86.52
2022-07-30,22.54,0.4,85.51
2022-07-31,22.74,0.02,84.14
2022-08-01,23.29,0.02,82.79
2022-08-02,23.77,3.13,88.63
2022-08-03,24.08,0.62,87.74
2022-08-04,22.76,0.06,84.88
2022-08-05,22.48,0.12,86.04
2022-08-06,22.83,0.48,86.05
2022-08-07,23.11,1.13,88.43
2022-08-08,23.24,0.41,86.77
2022-08-09,23.01,0.26,86.85
2022-08-10,23.91,1.92,86.97
2022-08-11,24.72,1.41,86.13
2022-08-12,24.99,1.23,84.77
2022-08-13,24.98,7.55,84.41
2022-08-14,24.4,7.74,87.72
2022-08-15,24.59,0.81,85.81
2022-08-16,24.06,0.36,86.66
2022-08-17,23.19,0.04,82.53
2022-08-18,23.49,0.24,83.56
2022-08-19,23.52,0.1,81.94
2022-08-20,23.05,0.08,77.97
2022-08-21,23.43,0.14,79.79
2022-08-22,23.61,0.04,81.15
2022-08-23,23.29,0.05,80.34
2022-08-24,22.87,0.01,77.52
2022-08-25,23.68,0.05,80.07
2022-08-26,24.03,0.05,80.82
2022-08-27,23.66,0.05,79.36
2022-08-28,23.35,0.03,79.03
2022-08-29,23.78,0.22,79.45
2022-08-30,24.6,0.62,79.55
2022-08-31,24.85,0.97,80.92
2022-09-01,25.2,0.14,77.91
2022-09-02,25.67,0.06,73.87
2022-09-03,25.01,0.19,76.19
2022-09-04,25.16,0.23,76.97
2022-09-05,25.49,0.24,75.28
2022-09-06,25.5,0.49,74.94
2022-09-07,25.32,1.24,76.61
2022-09-08,25.23,0.68,77.3
2022-09-09,25.02,2.61,79.96
2022-09-10,25.1,1.99,81.59
2022-09-11,25.13,1.37,80.26
2022-09-12,26.09,0.57,71.72
2022-09-13,25.87,0.48,72.56
2022-09-14,25.35,1.02,73.74
2022-09-15,25.03,3.18,77.58
2022-09-16,24.79,2.52,77.49
2022-09-17,25.63,0.15,69.49
2022-09-18,25.65,0.1,68.62
2022-09-19,25.38,0.7,72.71
2022-09-20,25.07,0.85,75.34
2022-09-21,25.13,1.11,76.5
2022-09-22,25.62,0.82,75.32
2022-09-23,26.16,0.46,73.42
2022-09-24,26.16,0.06,72.59
2022-09-25,25.97,0.09,73.12
2022-09-26,25.29,0.17,74.49
2022-09-27,25.38,0.05,68.82
2022-09-28,25.54,0.61,70.71
2022-09-29,25.89,27.7,73.35
2022-09-30,24.73,41.93,84.56
2022-10-01,25.43,8.19,81.53
2022-10-02,25.46,16.84,81.59
2022-10-03,24.33,24.29,86.27
2022-10-04,24.63,6.87,82.99
2022-10-05,24.11,5.97,86.4
2022-10-06,24.29,4.01,86.67
2022-10-07,24.75,24.87,88.02
2022-10-08,24.88,7.8,86.55
2022-10-09,24.83,3.32,85.53
2022-10-10,24.32,5.98,89.23
2022-10-11,23.99,8.48,88.66
2022-10-12,24.2,2.77,85.99
2022-10-13,24.43,12.91,86.08
2022-10-14,24.18,13.3,86.81
2022-10-15,24.3,11.65,86.29
2022-10-16,24.39,1.47,85.14
2022-10-17,24.44,8.53,86.9
2022-10-18,23.92,12.99,92.36
2022-10-19,24.25,10.99,90.87
2022-10-20,24.81,5.27,89.03
2022-10-21,24.64,24.18,89.84
2022-10-22,25.4,4.75,83.94
2022-10-23,24.67,19.85,91.04
2022-10-24,24.34,8.85,89.57
2022-10-25,24.09,7.89,89.24
2022-10-26,24.07,10.16,87.9
2022-10-27,23.66,1.63,85.84
2022-10-28,22.62,0.23,85.23
2022-10-29,22.87,0.35,85.26
2022-10-30,22.95,0.42,84.63
2022-10-31,23.65,4.88,84.55
2022-11-01,24.42,6.95,86.66
2022-11-02,24.83,14.23,87.09
2022-11-03,24.82,7.65,88.58
2022-11-04,24.7,30.24,92.4
2022-11-05,24.82,4.15,90.37
2022-11-06,24.2,2.76,91.63
2022-11-07,24.67,5.08,85.35
2022-11-08,24.56,22.71,86.54
2022-11-09,24.13,22.31,89.46
2022-11-10,24.74,3.04,84.88
2022-11-11,24.2,18.42,94.23
2022-11-12,24.81,5.67,88.15
2022-11-13,24.8,5.9,90.57
2022-11-14,25.27,4.6,87.94
2022-11-15,24.44,9.07,90.03
2022-11-16,24.07,12.07,90.44
2022-11-17,24.69,4.49,88.53
2022-11-18,23.54,31.4,93.61
2022-11-19,24.24,14.93,88.87
2022-11-20,25.17,11.17,85.43
2022-11-21,24.63,6.22,84.67
2022-11-22,24.3,9.48,89.26
2022-11-23,24.38,7.3,87.78
2022-11-24,23.95,22.08,89.9
2022-11-25,24.34,6.03,83.06
2022-11-26,23.78,8.21,88.14
2022-11-27,23.81,13.67,90.46
2022-11-28,24.37,25.19,88.12
2022-11-29,23.82,17.91,90.86
2022-11-30,23.82,7.67,88.88
2022-12-01,23.85,29.33,88.17
2022-12-02,23.9,6.35,87.4
2022-12-03,23.77,0.61,89.37
2022-12-04,24.23,6.3,90.76
2022-12-05,24.63,6.02,89.9
2022-12-06,24.44,0.74,90.45
2022-12-07,24.64,5.85,90.01
2022-12-08,25.45,1.95,81.67
2022-12-09,24.68,22.24,86.78
2022-12-10,24.12,4.01,87.3
2022-12-11,24.93,2.71,86.0
2022-12-12,25.32,1.19,85.45
2022-12-13,25.21,2.08,87.6
2022-12-14,25.1,2.2,86.83
2022-12-15,24.21,1.83,93.58
2022-12-16,23.93,7.25,90.73
2022-12-17,24.31,5.96,84.94
2022-12-18,24.78,6.75,84.78
2022-12-19,24.86,1.94,84.86
2022-12-20,25.0,9.13,85.55
2022-12-21,24.55,15.61,87.9
2022-12-22,24.06,6.66,91.07
2022-12-23,23.83,7.81,90.19
2022-12-24,23.79,3.68,90.03
2022-12-25,23.26,2.3,92.01
2022-12-26,23.57,3.55,90.53
2022-12-27,23.49,3.66,90.17
2022-12-28,24.0,6.2,87.74
2022-12-29,23.51,9.34,91.82
2022-12-30,23.56,20.01,93.95
2022-12-31,23.5,23.05,92.64
2023-01-01,23.52,9.36,90.27
2023-01-02,23.49,1.76,90.38
2023-01-03,23.89,0.73,88.66
2023-01-04,23.86,0.71,90.66
2023-01-05,23.56,1.21,89.62
2023-01-06,23.63,6.64,89.3
2023-01-07,23.73,5.17,88.15
2023-01-08,24.1,8.94,86.65
2023-01-09,24.19,6.58,85.26
2023-01-10,23.97,2.65,87.97
2023-01-11,24.07,7.72,86.94
2023-01-12,24.05,2.26,87.05
2023-01-13,24.04,11.34,86.54
2023-01-14,24.35,8.56,87.65
2023-01-15,24.46,8.66,90.08
2023-01-16,23.64,7.21,93.55
2023-01-17,24.03,19.73,89.66
2023-01-18,23.62,6.04,91.09
2023-01-19,23.56,24.39,90.16
2023-01-20,23.58,15.41,90.15
2023-01-21,23.78,23.99,88.87
2023-01-22,24.13,18.34,85.59
2023-01-23,24.63,8.13,82.22
2023-01-24,25.06,5.4,85.52
2023-01-25,24.37,16.81,89.42
2023-01-26,24.05,15.12,91.21
2023-01-27,23.05,18.78,91.9
2023-01-28,23.12,15.24,90.89
2023-01-29,23.79,16.52,90.56
2023-01-30,23.42,3.11,91.77
2023-01-31,24.0,8.61,90.28
2023-02-01,24.26,3.05,90.28
2023-02-02,23.89,1.42,91.0
2023-02-03,23.46,0.43,89.16
2023-02-04,23.93,3.11,89.48
2023-02-05,23.57,2.73,90.85
2023-02-06,23.46,11.56,90.63
2023-02-07,23.37,11.52,91.44
2023-02-08,22.9,11.87,93.05
2023-02-09,23.62,29.85,90.51
2023-02-10,23.82,16.23,90.97
2023-02-11,24.0,38.26,92.03
2023-02-12,23.58,15.75,92.72
2023-02-13,23.24,19.9,91.41
2023-02-14,23.52,11.42,90.86
2023-02-15,23.76,20.03,91.48
2023-02-16,23.75,32.94,91.04
2023-02-17,23.14,37.35,89.73
2023-02-18,23.71,35.24,89.38
2023-02-19,23.73,29.28,88.65
2023-02-20,24.13,16.62,88.16
2023-02-21,23.97,51.73,88.47
2023-02-22,24.12,15.76,91.93
2023-02-23,23.86,8.75,94.48
2023-02-24,24.31,6.21,92.36
2023-02-25,23.68,5.04,93.15
2023-02-26,23.47,12.04,92.51
2023-02-27,23.48,17.83,93.2
2023-02-28,24.06,5.07,89.9
2023-03-01,23.89,7.11,91.73
2023-03-02,23.75,24.3,90.01
2023-03-03,23.43,2.34,89.1
2023-03-04,23.95,6.69,88.83
2023-03-05,23.71,23.28,89.94
2023-03-06,23.88,6.74,88.44
2023-03-07,24.27,0.8,85.18
2023-03-08,24.38,22.62,87.75
2023-03-09,24.88,3.61,84.37
2023-03-10,24.96,0.86,85.88
2023-03-11,25.09,0.69,83.87
2023-03-12,25.15,1.07,82.86
2023-03-13,23.92,3.92,88.7
2023-03-14,23.05,4.2,88.59
2023-03-15,24.08,3.53,85.39
2023-03-16,24.91,3.82,89.61
2023-03-17,24.15,1.77,93.42
2023-03-18,25.16,0.92,87.77
2023-03-19,25.2,2.78,89.56
2023-03-20,25.47,3.23,87.64
2023-03-21,24.96,13.04,89.99
2023-03-22,25.05,8.93,85.66
2023-03-23,25.44,5.6,84.88
2023-03-24,24.93,3.7,90.02
2023-03-25,23.29,6.02,93.36
2023-03-26,23.52,8.92,87.94
2023-03-27,24.65,4.09,88.35
2023-03-28,23.94,2.13,93.3
2023-03-29,24.54,5.6,85.61
2023-03-30,24.55,6.46,87.07
2023-03-31,24.04,10.35,86.72
2023-04-01,23.84,10.21,79.81
2023-04-02,24.21,1.98,84.13
2023-04-03,24.33,1.93,85.64
2023-04-04,23.68,1.33,88.58
2023-04-05,24.55,0.95,82.46
2023-04-06,24.12,9.45,88.56
2023-04-07,24.24,13.38,82.61
2023-04-08,24.2,28.31,89.4
2023-04-09,24.01,27.26,89.62
2023-04-10,24.18,31.55,89.91
2023-04-11,24.3,11.16,90.15
2023-04-12,25.14,12.98,87.96
2023-04-13,24.07,10.76,92.95
2023-04-14,23.77,5.73,90.32
2023-04-15,24.19,12.37,89.19
2023-04-16,24.61,4.57,87.54
2023-04-17,24.85,7.16,80.38
2023-04-18,24.4,0.11,87.19
2023-04-19,25.1,0.66,86.44
2023-04-20,25.36,1.53,87.14
2023-04-21,24.82,22.79,92.63
2023-04-22,25.05,5.55,87.94
2023-04-23,25.29,7.14,88.07
2023-04-24,25.55,3.86,87.54
2023-04-25,25.47,3.43,86.94
2023-04-26,25.25,2.39,88.16
2023-04-27,25.16,1.04,90.69
