Date,T2M,PRECTOTCORR,RH2M
2025-05-02,24.8,27.26,86.64
2025-05-03,24.93,6.07,85.7
2025-05-04,25.16,5.42,86.92
2025-05-05,25.47,7.15,88.87
2025-05-06,25.27,3.95,90.12
2025-05-07,25.27,1.1,90.61
2025-05-08,25.14,2.51,89.37
2025-05-09,24.2,8.5,92.22
2025-05-10,24.87,5.67,88.15
2025-05-11,24.43,40.1,93.09
2025-05-12,25.12,17.45,89.32
2025-05-13,24.87,8.57,92.72
2025-05-14,24.73,18.52,91.94
2025-05-15,25.15,33.16,88.5
2025-05-16,24.72,8.23,92.76
2025-05-17,24.48,19.96,91.58
2025-05-18,24.57,9.71,90.77
2025-05-19,24.61,11.62,90.55
2025-05-20,24.48,3.16,90.24
2025-05-21,24.48,5.15,89.87
2025-05-22,24.64,3.39,88.03
2025-05-23,24.31,24.65,93.89
2025-05-24,24.51,3.94,88.2
2025-05-25,24.57,6.29,88.4
2025-05-26,24.59,8.98,89.46
2025-05-27,24.32,6.26,91.18
2025-05-28,25.26,0.49,85.34
2025-05-29,25.0,3.74,85.7
2025-05-30,25.32,1.95,85.48
2025-05-31,25.03,8.65,89.73
2025-06-01,24.64,0.54,88.43
2025-06-02,24.96,0.15,83.75
2025-06-03,25.02,0.24,86.02
2025-06-04,24.86,3.65,86.14
2025-06-05,24.25,1.42,87.92
2025-06-06,23.79,0.28,87.55
2025-06-07,23.84,0.75,89.13
2025-06-08,24.2,15.05,89.3
2025-06-09,24.47,5.64,88.0
2025-06-10,24.24,4.94,88.64
2025-06-11,23.49,0.39,87.4
2025-06-12,23.51,0.12,87.81
2025-06-13,24.43,0.94,88.69
2025-06-14,24.94,2.13,90.4
2025-06-15,24.89,1.41,88.57
2025-06-16,24.93,1.92,87.63
2025-06-17,24.08,0.95,87.08
2025-06-18,23.31,0.25,86.46
2025-06-19,23.66,0.09,85.66
2025-06-20,23.82,0.27,87.15
2025-06-21,24.25,0.88,87.26
2025-06-22,23.75,0.21,87.42
2025-06-23,23.3,0.09,87.23
2025-06-24,23.38,0.12,86.51
2025-06-25,23.71,1.55,87.75
2025-06-26,23.58,1.74,90.06
2025-06-27,24.1,3.1,88.64
2025-06-28,23.8,3.72,88.17
2025-06-29,23.44,1.57,88.11
2025-06-30,23.31,0.35,87.4
2025-07-01,23.6,0.22,87.37
2025-07-02,23.76,0.71,88.74
2025-07-03,23.54,0.77,89.05
2025-07-04,22.97,0.13,88.16
2025-07-05,23.3,0.79,87.57
2025-07-06,23.84,4.97,89.2
2025-07-07,23.59,16.12,90.16
2025-07-08,22.3,1.21,87.88
2025-07-09,21.28,0.29,86.17
2025-07-10,21.63,0.2,86.62
2025-07-11,22.04,0.04,85.02
2025-07-12,23.14,0.18,88.22
2025-07-13,23.72,0.77,88.72
2025-07-14,23.24,0.18,87.94
2025-07-15,23.56,0.03,88.21
2025-07-16,23.0,0.0,87.05
2025-07-17,22.2,0.0,86.31
2025-07-18,22.1,0.0,84.31
2025-07-19,21.99,0.0,84.73
2025-07-20,21.57,0.01,85.42
2025-07-21,21.24,0.03,86.46
2025-07-22,22.43,0.08,85.13
2025-07-23,23.39,0.06,84.79
2025-07-24,23.9,0.61,86.51
2025-07-25,24.0,0.34,85.56
2025-07-26,24.43,0.14,84.9
2025-07-27,24.33,0.29,85.52
2025-07-28,24.02,0.62,86.34
2025-07-29,23.68,0.62,84.83
2025-07-30,23.15,0.87,84.16
2025-07-31,23.47,0.6,82.38
2025-08-01,23.96,0.33,82.33
2025-08-02,24.95,0.2,81.28
2025-08-03,25.07,1.79,83.3
2025-08-04,25.01,3.42,80.35
2025-08-05,24.47,2.16,79.81
2025-08-06,24.01,0.17,77.36
2025-08-07,24.2,0.12,75.87
2025-08-08,24.81,0.28,75.6
2025-08-09,25.21,0.58,77.53
2025-08-10,24.42,1.33,81.87
2025-08-11,24.49,2.16,81.63
2025-08-12,24.55,0.33,77.38
2025-08-13,24.0,0.14,75.01
2025-08-14,22.93,0.07,74.27
2025-08-15,22.99,1.29,76.99
2025-08-16,23.91,0.42,76.74
2025-08-17,24.67,0.07,74.88
2025-08-18,24.83,0.31,76.93
2025-08-19,25.39,10.77,80.17
2025-08-20,23.8,8.32,88.24
2025-08-21,24.73,0.21,78.48
2025-08-22,24.6,0.07,76.89
2025-08-23,25.24,0.01,71.76
2025-08-24,25.52,0.03,73.66
2025-08-25,24.37,0.05,75.4
2025-08-26,23.98,0.05,77.26
2025-08-27,24.49,0.24,77.44
2025-08-28,23.97,0.2,78.12
2025-08-29,23.87,0.77,79.23
2025-08-30,24.74,0.17,73.91
2025-08-31,25.16,0.05,72.12
2025-09-01,25.58,0.02,71.14
2025-09-02,25.84,0.37,75.12
2025-09-03,26.24,0.09,71.96
2025-09-04,25.45,0.18,70.19
2025-09-05,25.14,0.08,69.78
2025-09-06,24.35,0.04,69.4
2025-09-07,24.28,0.05,70.53
2025-09-08,25.34,0.32,71.99
2025-09-09,25.0,2.86,78.24
2025-09-10,24.95,5.36,81.8
2025-09-11,25.39,4.94,78.24
2025-09-12,25.85,0.14,72.26
2025-09-13,25.66,0.08,71.99
2025-09-14,25.6,0.22,72.1
2025-09-15,25.35,0.42,74.68
2025-09-16,25.42,1.95,74.79
2025-09-17,25.51,1.43,72.06
2025-09-18,25.3,2.73,74.85
2025-09-19,26.08,3.04,74.6
2025-09-20,27.01,1.35,71.59
2025-09-21,26.76,1.14,72.32
2025-09-22,26.14,0.31,70.46
2025-09-23,26.2,0.08,65.19
2025-09-24,26.12,1.33,70.83
2025-09-25,26.75,1.29,70.35
2025-09-26,27.03,0.68,69.96
2025-09-27,27.14,0.92,70.76
2025-09-28,27.59,1.01,69.22
2025-09-29,26.45,1.81,75.05
2025-09-30,25.57,1.96,78.94
2025-10-01,26.76,1.07,72.07
2025-10-02,27.51,0.37,67.21
2025-10-03,27.18,0.07,65.07
2025-10-04,27.4,0.12,62.47
2025-10-05,27.57,0.6,63.97
2025-10-06,27.24,0.98,67.91
2025-10-07,27.07,0.84,65.56
2025-10-08,26.28,0.72,68.51
2025-10-09,26.05,0.77,68.1
2025-10-10,26.14,2.02,69.54
2025-10-11,26.88,0.91,68.41
2025-10-12,27.05,2.3,72.39
2025-10-13,27.63,2.69,71.6
2025-10-14,27.84,1.06,69.71
2025-10-15,27.91,0.48,66.8
2025-10-16,27.61,1.87,70.71
2025-10-17,27.6,1.83,71.15
2025-10-18,27.81,0.88,70.13
2025-10-19,27.77,1.51,69.92
2025-10-20,27.5,1.61,74.43
2025-10-21,26.21,9.8,82.02
2025-10-22,25.33,10.35,84.02
2025-10-23,26.4,1.26,75.85
2025-10-24,26.01,7.61,78.33
2025-10-25,26.01,11.51,78.09
2025-10-26,26.76,2.29,75.91
2025-10-27,26.83,3.0,75.05
2025-10-28,26.11,9.12,78.06
2025-10-29,24.77,14.5,88.75
2025-10-30,25.09,2.5,86.41
2025-10-31,25.71,8.97,84.29
2025-11-01,26.56,1.48,79.32
2025-11-02,25.51,17.15,84.57
2025-11-03,24.82,7.18,87.36
2025-11-04,24.33,13.42,86.67
2025-11-05,25.06,25.4,83.2
2025-11-06,24.48,17.75,85.61
2025-11-07,25.58,0.58,80.29
2025-11-08,25.53,21.05,83.71
2025-11-09,25.24,13.72,84.78
2025-11-10,25.2,11.95,85.12
2025-11-11,24.26,39.52,92.19
2025-11-12,24.0,20.71,87.64
2025-11-13,23.66,19.74,88.95
2025-11-14,24.26,8.34,87.4
2025-11-15,24.4,5.59,86.87
2025-11-16,24.26,7.36,88.15
2025-11-17,24.19,9.64,90.46
2025-11-18,24.64,34.52,87.39
2025-11-19,24.48,23.11,89.21
2025-11-20,24.3,4.05,87.87
2025-11-21,24.49,18.35,89.61
2025-11-22,24.37,25.89,87.29
2025-11-23,24.69,50.48,87.21
2025-11-24,24.66,15.28,89.08
2025-11-25,24.98,2.36,86.7
2025-11-26,24.96,6.12,87.14
2025-11-27,24.24,5.86,90.6
2025-11-28,24.13,0.31,88.22
2025-11-29,23.57,8.74,88.96
2025-11-30,24.41,4.65,84.15
2025-12-01,24.45,0.98,87.08
2025-12-02,24.76,1.55,87.46
2025-12-03,25.41,1.16,83.72
2025-12-04,25.07,2.15,85.67
2025-12-05,24.74,10.66,86.81
2025-12-06,24.45,8.28,88.0
2025-12-07,24.49,12.94,89.04
2025-12-08,24.64,20.82,90.38
2025-12-09,23.96,5.93,91.6
2025-12-10,24.49,4.39,87.66
2025-12-11,24.3,51.12,89.94
2025-12-12,24.74,5.76,85.64
2025-12-13,24.93,1.67,84.45
2025-12-14,24.51,7.7,90.14
2025-12-15,23.93,14.68,93.36
2025-12-16,23.73,0.96,89.0
2025-12-17,24.49,1.35,85.11
2025-12-18,24.48,12.91,86.71
2025-12-19,24.57,3.46,83.55
2025-12-20,24.4,16.95,88.28
2025-12-21,24.64,24.99,89.14
2025-12-22,24.61,5.24,88.61
2025-12-23,24.77,18.47,89.22
2025-12-24,24.87,19.56,89.87
2025-12-25,25.27,28.35,88.95
2025-12-26,24.48,14.7,90.68
2025-12-27,24.31,18.28,93.11
2025-12-28,24.58,3.21,90.36
2025-12-29,24.61,6.29,88.58
2025-12-30,24.12,4.13,90.62
2025-12-31,24.19,16.46,88.95
